Employee_ID,Employee_Name,Age,Gender,Department,Job_Role,Joining_Date,Monthly_Salary,Performance_Rating,Attendance_Percentage,Promotion_Status,Work_Location,,,Days_Since_Joining,Min-max scaling of performance,min-max scaling of attendance,Scaling for attendance,Value of the Employee,Rating,,,
EMP0158,Nikhil Gupta,25,Female,Customer Support,Manager,24/05/26,203291,3,51.4,Not Promoted,Mumbai,,,40,0.5,0.428235294,0.011624152,0.381,Low,,,
EMP0159,Vikram Chatterjee,24,Male,Logistics,Supervisor,26/10/25,80240,5,81.1,Not Promoted,Coimbatore,,,250,1,0.777647059,0.079431708,0.749,High,,,
EMP0160,Vinay Sharma,23,Male,Operations,Team Lead,17/03/21,110909,3,53.5,Promoted,Kolkata,,,1934,0.5,0.452941176,0.623183726,0.511,Medium,,,
EMP0879,Seema Pandey,33,Male,Marketing,Coordinator,30/04/26,284928,1,56.4,Promoted,Kolkata,,,64,0,0.487058824,0.019373587,0.15,Low,,,
EMP0162,Priya Kapoor,41,Female,Research & Development,Engineer,05/01/24,217478,4,74.8,Promoted,Hyderabad,,,910,0.75,0.703529412,0.292541169,0.645,High,,,
EMP0163,Pooja Menon,54,Female,Research & Development,Specialist,13/09/25,70166,2,67.5,Promoted,Bengaluru,,,293,0.25,0.617647059,0.093316112,0.329,Low,,,
EMP0164,Pooja Bose,36,Female,Logistics,Specialist,17/05/23,286144,3,50.9,Not Promoted,Pune,,,1143,0.5,0.422352941,0.367775266,0.45,Low,,,
EMP0165,Manish Singh,28,Male,Human Resources,Supervisor,27/07/21,162596,3,95.4,Not Promoted,Mumbai,,,1802,0.5,0.945882353,0.580561834,0.65,High,,,
EMP0166,Neha Pillai,33,Female,Sales,Executive,11/04/25,116151,4,54.7,Not Promoted,Mumbai,,,448,0.75,0.467058824,0.143364546,0.544,Medium,,,
EMP0167,Suresh Das,36,Female,Operations,Supervisor,04/09/22,144675,2,95.5,Promoted,Chennai,,,1398,0.25,0.947058824,0.450113013,0.499,Medium,,,
EMP0168,Nisha Yadav,52,Female,Finance,Specialist,15/09/20,157559,1,77.5,Not Promoted,Mumbai,,,2117,0,0.735294118,0.682273168,0.357,Low,,,
EMP0169,Sachin Mishra,26,Female,Sales,Supervisor,19/03/23,162596,1,61.4,Not Promoted,Kochi,,,1202,0,0.545882353,0.386825961,0.241,Low,,,
EMP0170,Farhan Krishnan,25,Female,Sales,Specialist,04/03/22,206818,4,55.6,Promoted,Delhi,,,1582,0.75,0.477647059,0.509525347,0.62,Medium,,,
EMP0171,Rahul Verma,49,Female,Operations,Manager,07/03/26,238174,2,72,Not Promoted,Bengaluru,,,118,0.25,0.670588235,0.036809816,0.334,Low,,,
EMP0172,Nikhil Gandhi,25,Male,Finance,Analyst,27/03/26,93863,3,85.1,Not Promoted,Delhi,,,98,0.5,0.824705882,0.030351954,0.503,Medium,,,
EMP0173,Indira Patel,18,Male,Information Technology,Supervisor,20/09/20,145760,1,52.1,Not Promoted,Coimbatore,,,2112,0,0.436470588,0.680658702,0.267,Low,,,
EMP0174,Jai Pillai,31,Female,Administration,Unknown,21/02/20,178216,3,88.2,Promoted,Bengaluru,,,2324,0.5,0.861176471,0.749112044,0.658,High,,,
EMP0175,Manish Krishnan,49,Female,Human Resources,Consultant,11/05/22,33188,3,91.3,Not Promoted,Chennai,,,1514,0.5,0.897647059,0.487568615,0.617,Medium,,,
EMP0176,Bhavna Menon,50,Male,Marketing,Consultant,19/09/21,27697,2,90.1,Not Promoted,Coimbatore,,,1748,0.25,0.883529412,0.563125605,0.503,Medium,,,
EMP0177,Komal Mukherjee,46,Male,Sales,Consultant,02/02/25,272527,1,65.7,Not Promoted,Ahmedabad,,,516,0,0.596470588,0.165321279,0.212,Low,,,
EMP0178,Gitanjali Gupta,55,Female,Operations,Coordinator,02/02/20,38919,2,51.7,Not Promoted,Coimbatore,,,2343,0.25,0.431764706,0.755247013,0.406,Low,,,
EMP0179,Rahul Mishra,46,Male,Marketing,Analyst,11/12/21,162596,1,51.9,Not Promoted,Hyderabad,,,1665,0,0.434117647,0.536325476,0.238,Low,,,
EMP0180,Gitanjali Pandey,60,Female,Administration,Analyst,10/01/23,177041,2,69.8,Promoted,Hyderabad,,,1270,0.25,0.644705882,0.408782693,0.4,Low,,,
EMP0181,Nisha Patel,43,Female,Information Technology,Analyst,19/10/20,162596,4,74.8,Promoted,Coimbatore,,,2083,0.75,0.703529412,0.671294801,0.72,High,,,
EMP0182,Pankaj Pandey,56,Male,Human Resources,Analyst,11/07/21,185159,5,99.6,Not Promoted,Mumbai,,,1818,1,0.995294118,0.585728124,0.916,High,,,
EMP0183,Pooja Rao,41,Male,Marketing,Coordinator,17/06/24,36303,2,90.3,Promoted,Kochi,,,746,0.25,0.885882353,0.239586697,0.439,Low,,,
EMP0184,Gaurav Reddy,44,Male,Sales,Analyst,20/09/22,35208,5,55.8,Not Promoted,Chennai,,,1382,1,0.48,0.444946723,0.733,High,,,
EMP0185,Shreya Reddy,40,Male,Human Resources,Coordinator,01/03/19,274913,2,90.7,Promoted,Delhi,,,2681,0.25,0.890588235,0.864384889,0.565,Medium,,,
EMP0186,Lakshmi Joshi,55,Male,Marketing,Supervisor,12/07/20,112464,4,45,Not Promoted,Ahmedabad,,,2182,0.75,0.352941176,0.703261221,0.622,Medium,,,
EMP0187,Swati Verma,28,Female,Research & Development,Manager,27/06/26,123072,3,70.8,Not Promoted,Mumbai,,,6,0.5,0.656470588,0.000645786,0.447,Low,,,
EMP0188,Deepa Sharma,53,Female,Finance,Associate,01/01/20,294382,3,83.1,Not Promoted,Pune,,,2375,0.5,0.801176471,0.765579593,0.643,Medium,,,
EMP0189,Geeta Kulkarni,59,Male,Information Technology,Manager,09/08/18,122026,5,83.8,Not Promoted,Mumbai,,,2885,1,0.809411765,0.930255086,0.929,High,,,
EMP0190,Vijay Lal,56,Male,Sales,Consultant,04/05/23,171265,5,90.3,Not Promoted,Ahmedabad,,,1156,1,0.885882353,0.371972877,0.84,High,,,
EMP0191,Hemant Tiwari,47,Female,Research & Development,Associate,04/08/25,153829,5,60.7,Promoted,Pune,,,333,1,0.537647059,0.106231837,0.683,High,,,
EMP0192,Esha Naik,48,Male,Administration,Team Lead,05/07/22,251150,1,88.1,Not Promoted,Mumbai,,,1459,0,0.86,0.469809493,0.352,Low,,,
EMP0193,Sangeeta Hegde,35,Female,Research & Development,Team Lead,12/02/22,232314,4,97.8,Not Promoted,Delhi,,,1602,0.75,0.974117647,0.51598321,0.77,High,,,
EMP0194,Divya Shah,30,Female,Research & Development,Coordinator,24/12/24,293438,2,72.5,Promoted,Hyderabad,,,556,0.25,0.676470588,0.178237004,0.364,Low,,,
EMP0195,Vijay Krishnan,39,Male,Logistics,Executive,08/08/22,232942,5,85.4,Not Promoted,Coimbatore,,,1425,1,0.828235294,0.458831127,0.84,High,,,
EMP0196,Sunita Bhatt,28,Male,Marketing,Analyst,25/08/24,95757,3,45,Not Promoted,Mumbai,,,677,0.5,0.352941176,0.217307071,0.399,Low,,,
EMP0197,Aditya Chopra,30,Female,Sales,Specialist,22/11/21,187630,4,97.9,Not Promoted,Hyderabad,,,1684,0.75,0.975294118,0.542460446,0.776,High,,,
EMP0198,Zara Iyer,25,Female,Customer Support,Associate,21/03/21,89985,1,71.3,Promoted,Chennai,,,1930,0,0.662352941,0.621892154,0.323,Low,,,
EMP0199,Nikhil Kapoor,33,Male,Marketing,Engineer,28/11/23,279874,3,68.5,Promoted,Ahmedabad,,,948,0.5,0.629411765,0.304811108,0.5,Medium,,,
EMP0200,Esha Rao,56,Male,Finance,Consultant,08/07/22,65158,2,84.2,Promoted,Ahmedabad,,,1456,0.25,0.814117647,0.468840814,0.463,Medium,,,
EMP0201,Ananya Joshi,50,Female,Research & Development,Team Lead,02/12/25,291418,5,89.4,Not Promoted,Kolkata,,,213,1,0.875294118,0.067484663,0.776,High,,,
EMP0202,Sanjay Banerjee,48,Male,Finance,Engineer,05/03/23,297917,5,90.3,Promoted,Kochi,,,1216,1,0.885882353,0.391346464,0.844,High,,,
EMP0203,Vishal Bose,43,Female,Administration,Engineer,14/04/21,142196,5,74.1,Not Promoted,Chennai,,,1906,1,0.695294118,0.614142719,0.831,High,,,
EMP0204,Nikhil Mishra,28,Female,Finance,Engineer,04/05/22,74140,2,73,Not Promoted,Kochi,,,1521,0.25,0.682352941,0.489828867,0.428,Low,,,
EMP0205,Lokesh Tiwari,23,Male,Administration,Analyst,03/08/19,102320,1,76.1,Promoted,Hyderabad,,,2526,0,0.718823529,0.814336455,0.379,Low,,,
EMP0206,Neha Malhotra,60,Female,Human Resources,Coordinator,03/04/24,160136,3,72.7,Promoted,Ahmedabad,,,821,0.5,0.678823529,0.263803681,0.506,Medium,,,
EMP0207,Geeta Joshi,57,Male,Marketing,Specialist,12/11/22,65843,4,81.5,Promoted,Hyderabad,,,1329,0.75,0.782352941,0.427833387,0.695,High,,,
EMP0208,Mohan Bhatt,39,Female,Research & Development,Manager,12/12/24,236601,3,74.7,Promoted,Chennai,,,568,0.5,0.702352941,0.182111721,0.497,Medium,,,
EMP0209,Vijay Mishra,24,Male,Human Resources,Analyst,29/01/23,125780,4,93.5,Not Promoted,Bengaluru,,,1251,0.75,0.923529412,0.402647724,0.733,High,,,
EMP0210,Ananya Reddy,27,Male,Administration,Specialist,24/11/24,999999,3,94.4,Not Promoted,Delhi,,,586,0.5,0.934117647,0.187923797,0.568,Medium,,,
EMP0211,Rohit Hegde,37,Female,Administration,Team Lead,14/06/18,51756,1,95,Not Promoted,Kolkata,,,2941,0,0.941176471,0.9483371,0.472,Medium,,,
EMP0212,Vikram Reddy,50,Male,Sales,Executive,05/02/24,57568,2,84.8,Not Promoted,Bengaluru,,,879,0.25,0.821176471,0.282531482,0.428,Low,,,
EMP0213,Vikram Jain,42,Female,Operations,Coordinator,23/04/19,91332,1,57.3,Promoted,Delhi,,,2628,0,0.497647059,0.847271553,0.319,Low,,,
EMP0214,Ananya Lal,58,Female,Operations,Supervisor,20/03/21,207433,5,83.3,Promoted,Ahmedabad,,,1931,1,0.803529412,0.622215047,0.866,High,,,
EMP0215,Harish Singh,46,Female,Information Technology,Analyst,18/09/25,93762,3,93,Promoted,Kolkata,,,288,0.5,0.917647059,0.091701647,0.544,Medium,,,
EMP0216,Amit Gandhi,26,Female,Customer Support,Coordinator,13/11/25,74197,2,82.7,Promoted,Bengaluru,,,232,0.25,0.796470588,0.073619632,0.379,Low,,,
EMP0217,Nisha Desai,18,Female,Sales,Associate,28/03/20,81868,5,97.6,Not Promoted,Delhi,,,2288,1,0.971764706,0.737487892,0.939,High,,,
EMP0218,Indira Malhotra,32,Female,Information Technology,Specialist,30/12/24,91953,4,77.8,Not Promoted,Chennai,,,550,0.75,0.738823529,0.176299645,0.632,Medium,,,
EMP0219,Arun Chopra,47,Male,Human Resources,Associate,29/06/21,137170,3,94.9,Promoted,Bengaluru,,,1830,0.5,0.94,0.589602841,0.65,High,,,
EMP0220,Geeta Rajan,38,Male,Customer Support,Engineer,04/06/18,69985,2,78.3,Not Promoted,Chennai,,,2951,0.25,0.744705882,0.951566032,0.539,Medium,,,
EMP0221,Shalini Sharma,25,Male,Operations,Specialist,14/02/18,230292,1,80.6,Not Promoted,Hyderabad,,,3061,0,0.771764706,0.987084275,0.429,Low,,,
EMP0222,Neha Bose,22,Male,Human Resources,Associate,05/02/25,90942,1,98.3,Not Promoted,Kolkata,,,513,0,0.98,0.164352599,0.327,Low,,,
EMP0223,Mohan Kapoor,33,Female,Information Technology,Analyst,30/04/23,999999,1,87.8,Promoted,Coimbatore,,,1160,0,0.856470588,0.373264449,0.332,Low,,,
EMP0224,Ramesh Jain,35,Male,Marketing,Supervisor,07/06/22,112634,3,77.9,Promoted,Pune,,,1487,0.5,0.74,0.4788505,0.568,Medium,,,
EMP0225,Deepa Patel,36,Female,Research & Development,Coordinator,28/05/25,23802,1,53.7,Not Promoted,Coimbatore,,,401,0,0.455294118,0.12818857,0.162,Low,,,
EMP0226,Kavya Pandey,49,Male,Marketing,Specialist,24/02/21,162596,1,58.7,Not Promoted,Kochi,,,1955,0,0.514117647,0.629964482,0.28,Low,,,
EMP1420,Rahul Lal,33,Male,Finance,Manager,26/07/25,127304,2,62.7,Not Promoted,Pune,,,342,0.25,0.561176471,0.109137875,0.315,Low,,,
EMP0924,Sanjay Krishnan,31,Female,Logistics,Manager,11/08/18,157262,4,70.7,Not Promoted,Bengaluru,,,2883,0.75,0.655294118,0.929609299,0.758,High,,,
EMP0229,Suresh Jain,33,Male,Operations,Coordinator,18/05/22,268748,3,52.1,Not Promoted,Hyderabad,,,1507,0.5,0.436470588,0.485308363,0.478,Medium,,,
EMP0230,Meera Mishra,44,Male,Sales,Consultant,18/04/23,162596,1,98,Not Promoted,Mumbai,,,1172,0,0.976470588,0.377139167,0.368,Low,,,
EMP0231,Nikhil Hegde,28,Male,Information Technology,Consultant,27/08/23,236396,1,96.4,Not Promoted,Bengaluru,,,1041,0,0.957647059,0.334840168,0.354,Low,,,
EMP0232,Indira Chauhan,42,Male,Research & Development,Analyst,10/10/23,176299,4,54.6,Not Promoted,Delhi,,,997,0.75,0.465882353,0.320632871,0.579,Medium,,,
EMP0233,Swati Verma,43,Female,Operations,Team Lead,06/03/21,55193,4,50.9,Not Promoted,Mumbai,,,1945,0.75,0.422352941,0.626735551,0.627,Medium,,,
EMP0234,Divya Naik,57,Female,Finance,Executive,07/05/18,222432,1,95.1,Promoted,Kochi,,,2979,0,0.942352941,0.960607039,0.475,Medium,,,
EMP0235,Vishal Menon,31,Male,Operations,Team Lead,11/03/26,280556,4,93.6,Promoted,Kolkata,,,114,0.75,0.924705882,0.035518243,0.66,High,,,
EMP0236,Priya Chopra,36,Male,Operations,Associate,14/09/19,82289,1,90.1,Not Promoted,Kochi,,,2484,0,0.883529412,0.800774943,0.425,Low,,,
EMP0237,Nikhil Shah,33,Female,Research & Development,Consultant,01/12/19,270051,5,89.9,Promoted,Coimbatore,,,2406,1,0.881176471,0.77558928,0.919,High,,,
EMP0238,Swati Naik,41,Female,Administration,Associate,29/11/23,21587,4,96.8,Not Promoted,Kolkata,,,947,0.75,0.962352941,0.304488214,0.725,High,,,
EMP0239,Deepa Singh,41,Male,Human Resources,Coordinator,09/01/26,142571,4,65,Not Promoted,Coimbatore,,,175,0.75,0.588235294,0.055214724,0.563,Medium,,,
EMP0240,Farhan Iyer,37,Male,Information Technology,Engineer,14/12/21,133221,3,69.3,Not Promoted,Pune,,,1662,0.5,0.638823529,0.535356797,0.549,Medium,,,
EMP0241,Sunita Malhotra,44,Male,Administration,Supervisor,20/07/21,168972,1,99.4,Not Promoted,Ahmedabad,,,1809,0,0.992941176,0.582822086,0.414,Low,,,
EMP0242,Farhan Mukherjee,45,Female,Information Technology,Analyst,05/04/26,5000000,3,79.5,Promoted,Kolkata,,,89,0.5,0.758823529,0.027445915,0.483,Medium,,,
EMP0243,Vishal Pillai,41,Female,Customer Support,Team Lead,02/04/26,178938,5,72.6,Promoted,Delhi,,,92,1,0.677647059,0.028414595,0.709,High,,,
EMP0244,Deepa Verma,28,Male,Sales,Executive,30/07/24,228400,4,95.4,Not Promoted,Kolkata,,,703,0.75,0.945882353,0.225702293,0.704,High,,,
EMP0245,Rohit Rajan,38,Female,Information Technology,Supervisor,28/06/23,270444,2,57.7,Promoted,Coimbatore,,,1101,0.25,0.502352941,0.354213755,0.347,Low,,,
EMP0246,Chirag Pillai,29,Male,Logistics,Supervisor,04/04/19,125798,5,88.4,Not Promoted,Pune,,,2647,1,0.863529412,0.853406522,0.93,High,,,
EMP0247,Harish Malhotra,48,Male,Human Resources,Executive,06/07/25,187528,5,86.6,Not Promoted,Mumbai,,,362,1,0.842352941,0.115595738,0.776,High,,,
EMP0248,Gitanjali Krishnan,48,Male,Logistics,Manager,20/09/21,242417,3,54.6,Not Promoted,Bengaluru,,,1747,0.5,0.465882353,0.562802712,0.502,Medium,,,
EMP0249,Farhan Iyer,48,Male,Logistics,Consultant,19/02/26,161894,3,97.2,Promoted,Bengaluru,,,134,0.5,0.967058824,0.041976106,0.549,Medium,,,
EMP0250,Rajan Gandhi,26,Male,Marketing,Engineer,01/08/22,229981,5,90.9,Not Promoted,Coimbatore,,,1432,1,0.892941176,0.461091379,0.86,High,,,
EMP0251,Gaurav Hegde,47,Male,Sales,Supervisor,13/06/22,292738,4,61.9,Not Promoted,Coimbatore,,,1480,0.75,0.551764706,0.476590249,0.636,Medium,,,
EMP0252,Harish Verma,50,Female,Administration,Executive,02/05/20,212126,1,69.1,Promoted,Ahmedabad,,,2253,0,0.636470588,0.726186632,0.336,Low,,,
EMP0253,Vinay Mishra,56,Female,Administration,Specialist,20/09/23,171753,2,58.6,Promoted,Bengaluru,,,1017,0.25,0.512941176,0.327090733,0.344,Low,,,
EMP0254,Arjun Mishra,21,Female,Logistics,Consultant,21/06/24,99110,3,93,Promoted,Bengaluru,,,742,0.5,0.917647059,0.238295124,0.573,Medium,,,
EMP0255,Zara Chauhan,29,Female,Operations,Engineer,11/07/19,292416,3,83.7,Not Promoted,Pune,,,2549,0.5,0.808235294,0.821762996,0.657,High,,,
EMP0256,Suresh Nair,45,Female,Human Resources,Supervisor,14/07/25,102070,4,85,Not Promoted,Chennai,,,354,0.75,0.823529412,0.113012593,0.645,High,,,
EMP0257,Pooja Sharma,53,Female,Finance,Team Lead,15/01/26,175573,2,72.2,Promoted,Kochi,,,169,0.25,0.672941176,0.053277365,0.338,Low,,,
EMP0258,Gitanjali Verma,45,Male,Human Resources,Specialist,20/05/18,123797,3,86.4,Promoted,Bengaluru,,,2966,0.5,0.84,0.956409428,0.693,High,,,
EMP0259,Priya Kapoor,28,Female,Information Technology,Analyst,23/12/24,285711,5,67.1,Promoted,Hyderabad,,,557,1,0.612941176,0.178559897,0.72,High,,,
EMP0260,Nisha Lal,58,Female,Customer Support,Team Lead,10/03/19,295245,2,79.7,Not Promoted,Hyderabad,,,2672,0.25,0.761176471,0.861478851,0.526,Medium,,,
EMP0261,Vinay Chatterjee,45,Female,Operations,Consultant,18/02/24,134165,1,89.6,Not Promoted,Delhi,,,866,0,0.877647059,0.278333871,0.319,Low,,,
EMP0262,Ramesh Kulkarni,41,Male,Human Resources,Consultant,06/02/26,288531,2,74.8,Not Promoted,Hyderabad,,,147,0.25,0.703529412,0.046173716,0.345,Low,,,
EMP0263,Aditya Pandey,23,Female,Research & Development,Coordinator,14/02/18,206833,5,93.1,Not Promoted,Ahmedabad,,,3061,1,0.918823529,0.987084275,0.973,High,,,
EMP0264,Tanvi Banerjee,41,Female,Information Technology,Coordinator,06/04/19,68998,5,52.5,Not Promoted,Ahmedabad,,,2645,1,0.441176471,0.852760736,0.803,High,,,
EMP0265,Gaurav Malhotra,57,Female,Human Resources,Analyst,27/07/20,147364,2,51.6,Not Promoted,Delhi,,,2167,0.25,0.430588235,0.698417824,0.394,Low,,,
EMP0266,Shalini Banerjee,49,Male,Marketing,Specialist,10/08/22,156845,3,73.5,Promoted,Kochi,,,1423,0.5,0.688235294,0.458185341,0.548,Medium,,,
EMP0267,Sunita Mukherjee,35,Female,Finance,Engineer,13/05/25,265124,3,98.7,Promoted,Pune,,,416,0.5,0.984705882,0.133031966,0.572,Medium,,,
EMP0268,Indira Chopra,40,Female,Sales,Supervisor,06/08/22,35824,2,70.5,Promoted,Bengaluru,,,1427,0.25,0.652941176,0.459476913,0.413,Low,,,
EMP0269,Lakshmi Bose,48,Female,Research & Development,Consultant,08/02/23,196874,3,74.4,Not Promoted,Chennai,,,1241,0.5,0.698823529,0.399418792,0.54,Medium,,,
EMP0270,Shalini Bhatt,22,Male,Research & Development,Associate,25/05/24,46547,3,78.4,Promoted,Chennai,,,769,0.5,0.745882353,0.247013239,0.523,Medium,,,
EMP0271,Manish Chatterjee,46,Male,Sales,Specialist,22/11/20,97790,1,92.3,Not Promoted,Mumbai,,,2049,0,0.909411765,0.660316435,0.405,Low,,,
EMP0272,Arjun Iyer,29,Female,Operations,Team Lead,24/08/24,282853,1,63.4,Promoted,Kolkata,,,678,0,0.569411765,0.217629964,0.214,Low,,,
EMP0273,Harish Chauhan,28,Male,Finance,Manager,15/03/18,183668,4,75.4,Promoted,Bengaluru,,,3032,0.75,0.710588235,0.977720375,0.784,High,,,
EMP0274,Priya Kumar,51,Female,Finance,Analyst,27/05/24,50438,3,74.8,Promoted,Pune,,,767,0.5,0.703529412,0.246367452,0.51,Medium,,,
EMP0275,Rajan Kulkarni,26,Male,Operations,Associate,13/06/22,46035,3,52,Not Promoted,Ahmedabad,,,1480,0.5,0.435294118,0.476590249,0.476,Medium,,,
EMP0276,Sunita Mukherjee,43,Female,Logistics,Team Lead,02/04/19,101319,5,83,Not Promoted,Kochi,,,2649,1,0.8,0.854052309,0.911,High,,,
EMP0277,Sachin Pandey,43,Female,Finance,Analyst,29/12/22,115579,2,72.4,Promoted,Kochi,,,1282,0.25,0.675294118,0.41265741,0.41,Low,,,
EMP0278,Seema Banerjee,56,Male,Information Technology,Supervisor,13/09/20,75352,3,71.6,Not Promoted,Coimbatore,,,2119,0.5,0.665882353,0.682918954,0.586,Medium,,,
EMP0279,Bhavna Agarwal,44,Male,Research & Development,Coordinator,27/01/26,109650,4,59.4,Not Promoted,Mumbai,,,157,0.75,0.522352941,0.049402648,0.542,Medium,,,
EMP0280,Vishal Mehta,30,Female,Human Resources,Specialist,11/04/26,157428,2,74.9,Not Promoted,Kochi,,,83,0.25,0.704705882,0.025508557,0.342,Low,,,
EMP0281,Ananya Chopra,46,Male,Logistics,Supervisor,13/06/22,200449,4,57.3,Not Promoted,Mumbai,,,1480,0.75,0.497647059,0.476590249,0.62,Medium,,,
EMP0282,Kavya Patel,44,Male,Operations,Team Lead,13/03/21,112411,5,72.8,Not Promoted,Pune,,,1938,1,0.68,0.624475299,0.829,High,,,
EMP0283,Indira Chatterjee,42,Male,Customer Support,Coordinator,20/12/20,68821,5,98.8,Promoted,Bengaluru,,,2021,1,0.985882353,0.651275428,0.926,High,,,
EMP0284,Radha Chatterjee,24,Female,Research & Development,Associate,24/10/23,216080,3,62.6,Promoted,Delhi,,,983,0.5,0.56,0.316112367,0.481,Medium,,,
EMP0285,Arjun Chopra,27,Male,Marketing,Team Lead,16/12/24,213530,5,73.6,Not Promoted,Pune,,,564,1,0.689411765,0.180820149,0.743,High,,,
EMP0286,Tanvi Kapoor,43,Female,Administration,Manager,05/01/25,162596,5,71.2,Not Promoted,Pune,,,544,1,0.661176471,0.174362286,0.733,High,,,
EMP0287,Neha Reddy,37,Female,Sales,Consultant,21/05/18,268881,3,78.2,Promoted,Kolkata,,,2965,0.5,0.743529412,0.956086535,0.664,High,,,
EMP0288,Neha Malhotra,32,Female,Human Resources,Specialist,12/03/20,121107,4,98.6,Promoted,Kochi,,,2304,0.75,0.983529412,0.742654181,0.819,High,,,
EMP0289,Sanjay Das,24,Female,Logistics,Engineer,17/02/22,55992,3,95.2,Promoted,Hyderabad,,,1597,0.5,0.943529412,0.514368744,0.636,Medium,,,
EMP0290,Pankaj Agarwal,41,Male,Research & Development,Executive,21/05/23,79683,1,52.1,Not Promoted,Ahmedabad,,,1139,0,0.436470588,0.366483694,0.204,Low,,,
EMP0291,Tanvi Desai,49,Female,Marketing,Coordinator,03/04/26,132755,4,80.5,Promoted,Kolkata,,,91,0.75,0.770588235,0.028091702,0.612,Medium,,,
EMP0292,Nisha Sharma,28,Female,Marketing,Supervisor,16/08/24,250892,5,70.3,Not Promoted,Chennai,,,686,1,0.650588235,0.220213109,0.739,High,,,
EMP0293,Lokesh Chatterjee,37,Male,Sales,Executive,03/11/20,211245,2,58.9,Not Promoted,Mumbai,,,2068,0.25,0.516470588,0.666451405,0.413,Low,,,
EMP0294,Komal Gandhi,57,Male,Administration,Team Lead,01/04/25,82915,5,88.5,Promoted,Kochi,,,458,1,0.864705882,0.146593478,0.789,High,,,
EMP0295,Sunita Yadav,37,Male,Marketing,Engineer,07/11/21,98480,1,58.6,Not Promoted,Kochi,,,1699,0,0.512941176,0.547303842,0.263,Low,,,
EMP0296,Rajan Pillai,40,Female,Human Resources,Supervisor,06/11/18,101840,4,69.4,Not Promoted,Bengaluru,,,2796,0.75,0.64,0.901517598,0.747,High,,,
EMP0297,Akash Chopra,60,Male,Research & Development,Engineer,08/07/20,272658,3,95.2,Promoted,Kochi,,,2186,0.5,0.943529412,0.704552793,0.674,High,,,
EMP0298,Rekha Banerjee,41,Female,Information Technology,Consultant,09/12/25,219533,2,74.8,Promoted,Mumbai,,,206,0.25,0.703529412,0.065224411,0.349,Low,,,
EMP1507,Amit Yadav,42,Male,Research & Development,Associate,11/09/23,148373,4,86.4,Not Promoted,Pune,,,1026,0.75,0.84,0.329996771,0.693,High,,,
EMP0300,Indira Yadav,35,Female,Finance,Specialist,01/11/19,262665,4,74.8,Promoted,Ahmedabad,,,2436,0.75,0.703529412,0.785276074,0.743,High,,,
EMP0301,Harish Gandhi,30,Female,Customer Support,Engineer,01/09/18,31834,2,79.3,Not Promoted,Kolkata,,,2862,0.25,0.756470588,0.922828544,0.537,Medium,,,
EMP0302,Neha Yadav,32,Male,Administration,Specialist,06/06/23,254838,2,98.4,Promoted,Hyderabad,,,1123,0.25,0.981176471,0.361317404,0.492,Medium,,,
EMP0303,Usha Mukherjee,51,Male,Information Technology,Specialist,03/12/19,194489,3,93.8,Not Promoted,Mumbai,,,2404,0.5,0.927058824,0.774943494,0.683,High,,,
EMP0304,Jai Sharma,60,Male,Research & Development,Coordinator,17/11/20,202991,3,76,Promoted,Kochi,,,2054,0.5,0.717647059,0.661930901,0.598,Medium,,,
EMP0305,Komal Chatterjee,21,Male,Finance,Consultant,12/12/25,188458,1,93.9,Not Promoted,Mumbai,,,203,0,0.928235294,0.064255731,0.291,Low,,,
EMP0306,Arun Malhotra,32,Male,Logistics,Specialist,23/04/23,108648,3,55.2,Not Promoted,Pune,,,1167,0.5,0.472941176,0.375524701,0.467,Medium,,,
EMP0307,Ramesh Mukherjee,52,Male,Sales,Analyst,09/01/22,255196,5,50.3,Not Promoted,Bengaluru,,,1636,1,0.415294118,0.526961576,0.73,High,,,
EMP0308,Madhuri Malhotra,46,Male,Sales,Manager,15/02/20,48026,1,73.7,Promoted,Bengaluru,,,2330,0,0.690588235,0.751049403,0.357,Low,,,
EMP0309,Amit Chauhan,25,Male,Customer Support,Associate,03/07/25,204268,3,68.1,Not Promoted,Pune,,,365,0.5,0.624705882,0.116564417,0.461,Medium,,,
